id	label	weight
1	david	54
2	a.	35
3	michael	34
4	erritzoe d.	33
5	wang	33
6	carhart-harris r.	31
7	carhart-harris	28
8	daniel	27
9	nutt d.j.	26
10	rosenblat j.d.	24
11	liechti	24
12	husain m.i.	23
13	matthias e.	23
14	laura	19
15	roseman l.	19
16	joshua	19
17	robin	19
18	mcintyre r.s.	18
19	carhart-harris r.l.	18
20	jones	18
21	robert	18
22	andrew	17
23	miller	17
24	li	17
25	c.	16
26	j.	16
27	williams	16
28	scott	16
29	yaden	16
30	martin	16
31	davis	16
32	erritzoe	16
33	rosenblat	15
34	s.	15
35	barrett	15
36	anna	15
37	m.	14
38	aaronson	14
39	suppes	14
40	trisha	14
41	kettner h.	14
42	simonsson	14
43	james	14
44	johnson	14
45	jonathan	14
46	nutt d.	14
47	mueller	14
48	goodwin g.m.	14
49	paul	14
50	christopher	14
51	sara	14
52	sarah	14
53	robin l.	14
54	hannes	14
55	young a.h.	13
56	rucker j.j.	13
57	hendricks	13
58	peter	13
59	otto	13
60	marco	13
61	nayak	13
62	adam	13
63	holze	13
64	friederike	13
65	agrawal m.	13
66	b.	13
67	meshkat s.	13
68	davis a.k.	12
69	david j.	12
70	young	12
71	david b.	12
72	alex	12
73	giribaldi b.	12
74	chen	12
75	aaron	12
76	felix	12
77	kettner	12
78	patrick	12
79	peter s.	12
80	zhang	12
81	liechti m.e.	11
82	grunder g.	11
83	griffiths	11
84	knudsen g.m.	11
85	kelly j.r.	11
86	agrawal	11
87	aaronson s.t.	11
88	palenicek t.	11
89	kwan	11
90	lewis	11
91	ley	11
92	milan	11
93	p.	11
94	richard	11
95	preller	11
96	lin	10
97	d.	10
98	maria	10
99	elena	10
100	matthew	10
101	zeifman	10
102	richard j.	10
103	goodwin	10
104	barrett f.s.	10
105	stephen	10
106	frederick s.	10
107	lisa	10
108	jan	10
109	bhat v.	10
110	walter	10
111	malievskaia e.	10
112	alexander	10
113	becker	10
114	anna m.	10
115	nicolas	10
116	nutt	10
117	l.	10
118	garcia-romeu a.	10
119	sepeda	10
120	xu	10
121	seragnoli f.	10
122	katrin h.	10
123	albert	10
124	andrea	10
125	penzenstadler l.	10
126	mcintyre	9
127	holze f.	9
128	grant	9
129	maia	9
130	andreas	9
131	simon	9
132	rucker	9
133	morgan	9
134	timmermann c.	9
135	mason	9
136	ramaekers	9
137	johannes g.	9
138	jeffrey	9
139	baker	9
140	hallak	9
141	thomas	9
142	natalie	9
143	marwood l.	9
144	beaussant y.	9
145	clara	9
146	yasmin	9
147	katherine	9
148	yaden d.b.	9
149	caroline	9
150	zeifman r.j.	9
151	solmi m.	9
152	sabe m.	9
153	vollenweider	9
154	franz x.	9
155	wong s.	9
156	zhang y.	9
157	suppes t.	9
158	wang x.	9
159	joshua d.	8
160	nichols	8
161	vermetten e.	8
162	schoevers r.a.	8
163	mertens l.j.	8
164	hellerstein d.j.	8
165	kim	8
166	john d.	8
167	kurt	8
168	michelle	8
169	sandeep m.	8
170	sepeda n.d.	8
171	johnson m.w.	8
172	mark	8
173	sun	8
174	bradley	8
175	woolley	8
176	anderson	8
177	betzler f.	8
178	evens r.	8
179	mansur r.b.	8
180	ross s.	8
181	megan	8
182	alan k.	8
183	stenbk d.s.	8
184	preller k.h.	8
185	justin	8
186	beaussant	8
187	chris	8
188	dunlop b.w.	8
189	mistry s.	8
190	benjamin	8
191	liknaitzky p.	8
192	schmid	8
193	wilson	8
194	robinson	8
195	alan	8
196	dos santos	8
197	nicholas	8
198	scheidegger	8
199	weiss	8
200	g.	8
201	zullino d.	8
202	claire	8
203	jetly r.	8
204	sabnis	8
205	blumberger d.m.	7
206	meghan	7
207	samuel	7
208	kaelen m.	7
209	spangemacher m.	7
210	matthias	7
211	brian	7
212	kuypers k.p.c.	7
213	jr.	7
214	gukasyan n.	7
215	griffiths r.r.	7
216	zhou	7
217	roberts	7
218	smith	7
219	grob	7
220	ross	7
221	wall m.b.	7
222	amanda	7
223	palhano-fontes	7
224	fernanda	7
225	natasha l.	7
226	knudsen	7
227	soares j.c.	7
228	bruno	7
229	mitchell	7
230	liu	7
231	fisher p.m.	7
232	raison	7
233	roseman	7
234	leor	7
235	feifel d.	7
236	rucker j.	7
237	tsai j.	7
238	katie	7
239	manish	7
240	thambi	7
241	weiss b.	7
242	isabelle	7
243	ellis	7
244	nayak s.m.	7
245	bouso	7
246	jose carlos	7
247	rebecca	7
248	heather	7
249	jacobs	7
250	noah	7
251	evans	7
252	e.	7
253	emma	7
254	meling	7
255	nathan	7
256	modlin n.l.	7
257	pablo	7
258	joshua s.	7
259	thorens g.	7
260	rieser	7
261	chang	7
262	alex c.	7
263	stefan	7
264	hasler g.	7
265	oscar	7
266	garcia-romeu	7
267	burback l.	7
268	winkler o.	7
269	lundberg j.	7
270	aicher	7
271	chisamore n.	7
272	bogenschutz	7
273	michel	7
274	jungaberle	7
275	swieczkowski d.	7
276	cubaa w.j.	7
277	roth	6
278	mulsant b.h.	6
279	lee	6
280	flora	6
281	perkins	6
282	sarris	6
283	bright	6
284	becker a.m.	6
285	audrey	6
286	kartner l.	6
287	hoffmeister d.	6
288	k.	6
289	agin-liebes g.	6
290	vollenweider f.x.	6
291	ramaekers j.g.	6
292	muller f.	6
293	david e.	6
294	r.	6
295	guy	6
296	kelly	6
297	allan h.	6
298	wojtas a.	6
299	goembiowska k.	6
300	brian d.	6
301	roland r.	6
302	d'souza	6
303	earleywine m.	6
304	wong	6
305	austin	6
306	aday	6
307	jacob s.	6
308	ellen	6
309	kate	6
310	brandon	6
311	petranker r.	6
312	galvao-coelho	6
313	tomas	6
314	rosenblat j	6
315	kalin	6
316	madsen m.k.	6
317	lerer b.	6
318	greenway k.t.	6
319	yvan	6
320	gukasyan	6
321	herman	6
322	stefano	6
323	penn	6
324	somers m.	6
325	wahba m.	6
326	wang h.	6
327	mertens	6
328	timmermann	6
329	filip	6
330	klaiber	6
331	duthaler	6
332	urs	6
333	osika	6
334	luke	6
335	feng	6
336	barnett	6
337	lyons t.	6
338	gattuso j.j.	6
339	erica	6
340	elizabeth	6
341	simon b.	6
342	frederick	6
343	kirlic n.	6
344	siegel	6
345	stephanie	6
346	croal m.	6
347	levin a.w.	6
348	borgwardt	6
349	xiaohui	6
350	alexandra	6
351	greenshaw a.	6
352	nicole	6
353	goldberg	6
354	helena d.	6
355	dornbierer	6
356	nemeroff	6
357	doyle z.	6
358	renoir t.	6
359	kwasny a.	6
360	pruc m.	6
361	ram w.	6
362	schmitz	5
363	bryan l.	5
364	roger	5
365	roger s.	5
366	charles	5
367	jason	5
368	woolley j.	5
369	olga	5
370	mackenzie	5
371	tammy	5
372	shoultz	5
373	brand m.	5
374	scharf d.	5
375	dimitri	5
376	lucas oliveira	5
377	yang	5
378	mccorvy	5
379	martins	5
380	stocker	5
381	husain mi	5
382	matthew w.	5
383	lerer l.	5
384	mason n.l.	5
385	gonzalez-maeso j.	5
386	straumann i.	5
387	meyer	5
388	tsai	5
389	malievskaia	5
390	ekaterina	5
391	stauffer c.s.	5
392	bysiek a.	5
393	mackowiak m.	5
394	barba t.	5
395	william	5
396	eric	5
397	dino	5
398	rosen	5
399	charles s.	5
400	avery	5
401	jennifer	5
402	h.	5
403	isabel	5
404	marcelo	5
405	stenbaek	5
406	dea siggaard	5
407	meyer t.d.	5
408	koslowski m.	5
409	majic t.	5
410	wolff m.	5
411	jerome	5
412	teopiz k.m.	5
413	castle d.	5
414	pawel	5
415	anastasia	5
416	michal	5
417	kuchar	5
418	palenicek	5
419	shao	5
420	murray	5
421	lauren	5
422	kuypers	5
423	kim p. c.	5
424	rosas f.e.	5
425	deco g.	5
426	kringelbach m.l.	5
427	seifritz e.	5
428	harriet	5
429	lancelotta	5
430	repantis d.	5
431	williams s.	5
432	zisook s.	5
433	kelmendi	5
434	marie	5
435	ona	5
436	genis	5
437	garcia	5
438	ana claudia mesquita	5
439	stephen j.	5
440	sager z.	5
441	ljuslin m.	5
442	hasler	5
443	gregor	5
444	[anonymous]	5
445	wu	5
446	davoudian	5
447	erritzoe d	5
448	nutt dj	5
449	emily	5
450	halberstadt	5
451	straumann	5
452	eckert	5
453	anne	5
454	hendricks p.s.	5
455	strika-bruneau	5
456	benyamina	5
457	roddy k.	5
458	averill	5
459	federico	5
460	angela	5
461	molly	5
462	sophie	5
463	tarbi	5
464	brett	5
465	christopher r.	5
466	gregory	5
467	lewis b.r.	5
468	mcgregor	5
469	allen	5
470	ma	5
471	joanna	5
472	yao y.	5
473	philippe	5
474	simmons h.	5
475	jones b.d.m.	5
476	moujaes	5
477	edward	5
478	taylor	5
479	moreton	5
480	kelmendi b.	5
481	atli m.	5
482	young m.b.	5
483	daniel j.	5
484	vizeli	5
485	nguyen	5
486	syed o.a.	5
487	barnett b.s.	5
488	kargbo rb.	5
489	villiger	5
490	le g.h.	5
491	anthony	5
492	henrik	5
493	kaczmarek	5
494	kaczmarek e	5
495	low	5
496	fiona	5
497	erich	5
498	jessica l.	5
499	olson	5
500	nayak s.	5
501	julia	5
502	catherine	5
503	fonzo	5
504	charles b.	5
505	mertens lj	5
506	kaczmarek e.s.	5
507	hannan a.j.	5
508	rodrigo	5
509	ryan	5
510	silva	5
511	matthew j.	5
512	sue-ling	5
513	dorval	5
514	doyle z	5
515	michael p.	5
516	swainson j.	5
517	szarpak l.	5
518	pouyan	4
519	niloufar	4
520	hibicke	4
521	hannah	4
522	morton e.	4
523	sakai k.	4
524	rossell	4
525	allan	4
526	schlag a.k.	4
527	neill j.c.	4
528	breeksema j.j.	4
529	kamphuis j.	4
530	van den brink w.	4
531	rudow	4
532	forbes	4
533	nock	4
534	daldegan-bueno	4
535	tofoli	4
536	luis fernando	4
537	tao	4
538	huang	4
539	kumar	4
540	michael j.	4
541	hartmann	4
542	joyce	4
543	anderson b.t.	4
544	weissman	4
545	jones j.a.	4
546	jaster a.m.	4
547	ley l.	4
548	john r.	4
549	veronica	4
550	penn a.d.	4
551	earp	4
552	inserra a.	4
553	deepak cyril	4
554	timothy	4
555	hughes	4
556	zoe	4
557	marek	4
558	heifets	4
559	boris d.	4
560	andrews	4
561	palfreyman	4
562	ken	4
563	amy	4
564	nivorozhkin	4
565	amir	4
566	varty	4
567	geoffrey	4
568	melissa	4
569	shannon	4
570	muller	4
571	madsen	4
572	sophia	4
573	fisher	4
574	rainer	4
575	jungaberle a.	4
576	jungaberle h.	4
577	belser	4
578	de araujo	4
579	draulio barros	4
580	lipsitz o.	4
581	roth b.l.	4
582	earleywine	4
583	justyna	4
584	bogenschutz m.p.	4
585	henningfield j.e.	4
586	zachary	4
587	mcintyre r	4
588	harvey	4
589	zach	4
590	van elk m.	4
591	ozenne b.	4
592	sarris j.	4
593	perkins d.	4
594	ljuslin	4
595	sanders	4
596	henningfield	4
597	olson d.e.	4
598	graziosi	4
599	marianna	4
600	de wit	4
601	effinger	4
602	antonio	4
603	comai	4
604	sakai	4
605	kimberly	4
606	alvarez o.	4
607	bird c.	4
608	brennan c.	4
609	licht r.w.	4
610	stansfield s.c.	4
611	ching	4
612	terence h. w.	4
613	cheng j.	4
614	wang s.	4
615	max	4
616	marseille e.	4
617	maja	4
618	shnayder	4
619	schindler	4
620	murphy r.	4
621	martell j.	4
622	murphy-beiner a.	4
623	tulsky j.a.	4
624	yu c.-l.	4
625	liang c.-s.	4
626	yang f.-c.	4
627	michaela	4
628	bossis	4
629	gasser	4
630	pilc a.	4
631	liao	4
632	pittenger c.	4
633	adam l.	4
634	rosenblat jd	4
635	gattuso	4
636	james j.	4
637	hannan	4
638	renoir	4
639	moghaddam b.	4
640	fischer	4
641	wendy	4
642	melanie	4
643	lyu	4
644	ostacher	4
645	william e.	4
646	fauvel	4
647	simonsson o.	4
648	thambi p.	4
649	calder	4
650	gisele	4
651	bryan	4
652	rafael g.	4
653	jaime e. c.	4
654	pagni	4
655	luethi	4
656	ibi d.	4
657	harding	4
658	muthukumaraswamy	4
659	suresh	4
660	yong	4
661	rossell s.l.	4
662	richards	4
663	armstrong	4
664	xin	4
665	khan	4
666	maurizio	4
667	nautiyal	4
668	tomislav	4
669	lifschytz t.	4
670	ross s	4
671	liknaitzky	4
672	leanne	4
673	lawrence	4
674	murphy-beiner	4
675	ashleigh	4
676	byrne k.	4
677	charles d.	4
678	garel	4
679	boehnke	4
680	kevin f.	4
681	gonzalez-maeso	4
682	javier	4
683	wieckiewicz g.	4
684	hamilton	4
685	kargbo	4
686	robert b.	4
687	razmi a.	4
688	jackson h.	4
689	mathai d.s.	4
690	rafael guimaraes	4
691	joel	4
692	carol	4
693	charlotte	4
694	jha m.k.	4
695	nicol	4
696	ludwig	4
697	o'donovan	4
698	li y.	4
699	wang g.	4
700	mallet l.	4
701	de pieri m.	4
702	kirschner m.	4
703	kaiser s.	4
704	johnson d.e.	4
705	sloshower j.	4
706	shnayder s.	4
707	nathalie m.	4
708	patricia	4
709	grossman	4
710	rachael	4
711	vina	4
712	sam g.	4
713	burke	4
714	lucia	4
715	marta	4
716	jungwirth j.	4
717	armstrong s.b.	4
718	offman h.	4
719	garel n.	4
720	nathalie	4
721	manuel	4
722	tsang b.	4
723	calder a.e.	4
724	carter	4
725	zahid z.	4
726	park	4
727	cong	4
728	julie	4
729	nigam k.	4
730	harrington c.	4
731	lu	4
732	harkin a.	4
733	van der vaart	4
734	lucas	4
735	vladimir	4
736	banks	4
737	seifritz	4
738	bradley e.r.	4
739	no authorship indicated	4
740	korthuis p.t.	4
741	tani	4
742	foldi c.j.	4
743	xue	4
744	avram	4
745	mihai	4
746	david a.	4
747	wang y.	4
748	szigeti	4
749	balazs	4
750	srivastava s.	4
751	mayo l.m.	4
752	deborah	4
753	barba	4
754	tommaso	4
755	moore	4
756	donnelly	4
757	schwartz	4
758	paolo	4
759	dario a.	4
760	gregory a.	4
761	aaronson st	4
762	will	4
763	sundram	4
764	reynolds	4
765	majic t	4
766	wolff m	4
767	livio	4
768	mathieu	4
769	sharon	4
770	vaseghi s.	4
771	wilson c.	4
772	brietzke e.	4
773	brudner r.m.	4
774	blainey m.g.	4
775	william a.	4
776	beckman m.	4
777	olivia	4
778	peill j.	4
779	bertoglio l.j.	4
780	romeo	4
781	falchi-carvalho	4
782	barros	4
783	farzin	4
784	houman	4
785	pierre	4
786	stephan	4
787	jean-francois	4
788	yehuda r.	4
789	de oliveira	4
790	spriggs	4
791	sofia	4
792	chisamore n	4
793	gerhard	4
794	cheng	4
795	kong	4
796	mansur	4
797	gonzalez	4
798	nathan d.	4
799	gaca z.	4
800	li h.	4
801	jeremie	4
802	husain	4
803	liston	4
804	conor	4
805	ross m.	4
806	furtado l.	4
807	boge k.	4
808	barbara	4
809	bendau a.	4
810	moritz	4
811	gukasyan n	3
812	jain	3
813	samuel t.	3
814	kayla m.	3
815	nelson	3
816	orly	3
817	cao	3
818	schneider	3
819	kristensen	3
820	loo	3
821	eckert a.	3
822	de la salle s.	3
823	david s.	3
824	penberthy	3
825	murnane k.s.	3
826	kristensen j.l.	3
827	sherwood a.	3
828	schlosser	3
829	jack	3
830	kaplan	3
831	schafer t.	3
832	werten s.	3
833	rupp b.	3
834	barr	3
835	griffiths rr.	3
836	uthaug m.v.	3
837	yu	3
838	singhal	3
839	nikhita	3
840	cory r.	3
841	mcmurray m.s.	3
842	vizeli p.	3
843	pottie	3
844	eline	3
845	jensen	3
846	stove	3
847	hellerstein	3
848	marwood	3
849	lindsey	3
850	mistry	3
851	raison c.l.	3
852	gobbi g.	3
853	schindler e.a.d.	3
854	flynn	3
855	nicholas v.	3
856	de leo j.	3
857	xavier	3
858	du	3
859	johnson mw.	3
860	dworkin	3
861	brian t.	3
862	nick	3
863	satterthwaite	3
864	canal	3
865	pathare	3
866	pradip	3
867	reichelt	3
868	mitchell j.	3
869	argento	3
870	kathleen	3
871	jordan	3
872	wiessner	3
873	feilding	3
874	araujo	3
875	draulio b.	3
876	gitte moos	3
877	patrick macdonald	3
878	guss	3
879	grant m.	3
880	da silva	3
881	anderson t.	3
882	nicole leite	3
883	lee y.	3
884	rodrigues n.b.	3
885	gill h.	3
886	ho r.	3
887	diberto j.f.	3
888	beck	3
889	santos	3
890	jaime eduardo cecilio	3
891	orlowski	3
892	bola	3
893	ladha k.s.	3
894	szewczyk b.	3
895	uchida h.	3
896	tina	3
897	klara	3
898	katerina	3
899	jitka	3
900	pascal	3
901	kaye	3
902	berger a.	3
903	zhao	3
904	grace	3
905	graham	3
906	walsh	3
907	kuchar m.	3
908	armand s.	3
909	okeane v.	3
910	choi	3
911	devon	3
912	nigam	3
913	berger	3
914	watts r.	3
915	garcia-romeu a	3
916	herwig u.	3
917	halm s.	3
918	bosch o.g.	3
919	letheby	3
920	ko k.	3
921	cleare a.j.	3
922	marc	3
923	baker a.	3
924	burke l.	3
925	debattista c.	3
926	eisen k.	3
927	peck s.k.	3
928	lean m.	3
929	seynaeve m.	3
930	giuliana	3
931	pittenger	3
932	stewart	3
933	wolff	3
934	lea j.	3
935	ahmed	3
936	brett d. m.	3
937	kahn j.g.	3
938	wright	3
939	kohek	3
940	paul m.	3
941	thal	3
942	skeffington	3
943	baker-jones m.	3
944	back a.l.	3
945	guss j.	3
946	rosalind	3
947	hsu c.-w.	3
948	carvalho a.f.	3
949	thompson t.	3
950	tseng p.-t.	3
951	sabrina	3
952	ian	3
953	davoudian p.a.	3
954	kwan a.c.	3
955	giribaldi b	3
956	gonzalez-trujano m.e.	3
957	amirouche a.	3
958	benyamina a.	3
959	malcolm	3
960	riccardo	3
961	carey	3
